name,jenre,title,character,year
子安武人,ゲーム,武蔵伝II ブレイドマスター,ガンドレイク,2005/07/07
子安武人,ゲーム,サクラ大戦Ⅴ ～さらば愛しき人よ～,加山雄一,2005/07/07
子安武人,アニメ,パタリロ西遊記!,バンコラン,2005/06
子安武人,アニメ,戦国英雄伝説 新釈 眞田十勇士 The Animation,霧隠才蔵,2005/05/07
子安武人,アニメ,SPEED GRAPHER (スピードグラファー),白金克也,2005/04/08
子安武人,アニメ,LOVELESS,律先生,2005/04/07
子安武人,アニメ,うえきの法則,李崩,2005/04/04
子安武人,ゲーム,シャイニング・フォース ネオ,クライン,2005/03/24
子安武人,アニメ,アンジェリーク (OVA版),オリヴィエ,2005/03/23
子安武人,漫画,シューピアリア,カガミ,2005/03/22
子安武人,ゲーム,ボボボーボ・ボーボボ 脱出!!ハジケ・ロワイアル,ボーボボ,2005/03/17
子安武人,ゲーム,家族計画 ～心の絆～,劉家輝,2005/02/24
子安武人,漫画,魔人探偵脳噛ネウロ,ネウロ,2005/02/21
子安武人,ゲーム,新世紀勇者大戦,ビクティム・オーランド / 海,2005/02/17
子安武人,ゲーム,新選組群狼伝,キャスト,2005/02/10
子安武人,アニメ,ふたりはプリキュア Max Heart,美墨岳,2005/02/06
子安武人,アニメ,BUZZER BEATER,ギューマ,2005/02/05
子安武人,アニメ,好きなものは好きだからしょうがない!!,夜,2005/01/08
子安武人,アニメ,魔法先生ネギま! - 麻帆良学園中等部2-A -,サウザンドマスター(ナギ・スプリングフィールド),2005/01/05
子安武人,ゲーム,ドラゴンクエストVIII - 空と海と大地と呪われし姫君 -,ドルマゲス,2004/11/27
子安武人,アニメ,超生命体トランスフォーマービーストウォーズリターンズ,コンボイ,2004/11/23
子安武人,アニメ,メジャー (MAJOR),本田茂治,2004/11/13
子安武人,ゲーム,マグナカルタ,ラウル,2004/11/11
子安武人,アニメ,吟遊黙示録 マイネリーベ,アイザック,2004/11/04
子安武人,アニメ,焼きたて!!ジャぱん,黒柳亮,2004/10/12
子安武人,アニメ,機動戦士ガンダムSEED DESTINY,ネオ・ロアノーク,2004/10/09
子安武人,アニメ,リングにかけろ1,ブラック・シャフト,2004/10/07
子安武人,ゲーム,機動戦士ガンダムSEED 終わらない明日へ,ムウ・ラ・フラガ,2004/10/07
子安武人,アニメ,遊☆戯☆王 デュエルモンスターズ GX,斉王琢磨,2004/10/06
子安武人,アニメ,BLEACH (ブリーチ),ペッシェ,2004/10/05
子安武人,アニメ,サムライガン,二号丸強太,2004/10/04
子安武人,アニメ,ななみちゃん,青葉遊作,2004/10/02
子安武人,ゲーム,ケロロ軍曹 メロメロバトルロイヤル,クルル曹長,2004/09/30
子安武人,アニメ,カレイドスター 新たなる翼 -EXTRA STAGE-「笑わない すごい お姫様」,フル・フール,2004/09/24
子安武人,ゲーム,ボボボーボ・ボーボボ 爆闘ハジケ大戦,ボボボーボ・ボーボボ,2004/09/09
子安武人,アニメ,機神咆吼デモンベイン (ゲームソフト同梱OVA版),ウィンフィールド,2004/07/01
子安武人,ゲーム,機神咆吼デモンベイン(PS2版),ウィンフィールド,2004/07/01
子安武人,ゲーム,ゼノサーガ エピソードII - 善悪の彼岸 -,トニー,2004/06/24
子安武人,ゲーム,十二国記 赫々たる王道 紅緑の羽化,景麒,2004/06/17
子安武人,アニメ,SAMURAI7(サムライ7),ウキョウ,2004/06/12
子安武人,ゲーム,フルハウスキス(シリーズ),英二郎,2004/04/22
子安武人,アニメ,頭文字D Fourth Stage,高橋涼介,2004/04/17
子安武人,アニメ,APPLESEED アップルシード(映画版),ハデス,2004/04/17
子安武人,アニメ,新ゲッターロボ,安倍晴明,2004/04/09
子安武人,アニメ,ケロロ軍曹,クルル曹長 / 歌,2004/04/03
子安武人,ゲーム,ボボボーボ・ボーボボ 9極戦士ギャグ融合,ボボボーボ・ボーボボ,2004/03/25
子安武人,ゲーム,Remember11 -the age of infinity-,優希堂悟,2004/03/18
子安武人,アニメ,Vie Durant(ヴィ・デュラン),榛守(harisu),2004/02/25
子安武人,ゲーム,シャドウハーツII,ニコル,2004/02/19
子安武人,アニメ,ふたりはプリキュア,美墨岳,2004/02/01
子安武人,アニメ,エリア88,風間真,2004/01/09
子安武人,アニメ,みさきクロニクル - ダイバージェンス・イヴ -,ジャン・リュック・ルブラン,2004/01/03
子安武人,ゲーム,グローランサー4,ブリュンティール,2003/12/18
子安武人,ゲーム,ワイルドアームズ アルターコード:F,ゼット,2003/11/27
子安武人,アニメ,ボボボーボ・ボーボボ,ボーボボ,2003/11/08
子安武人,アニメ,ふたつのスピカ,ライオンさん,2003/11/01
子安武人,アニメ,ガングレイヴ,バラッド・バード・リー,2003/10/07
子安武人,アニメ,プラネテス (ΠΛΑΝΗΤΕΣ),ユーリ,2003/10/04
子安武人,アニメ,銀河鉄道物語,ブルース・J・スピード,2003/10/04
子安武人,アニメ,PAPUWA (2003年版),ハーレム,2003/09/30
子安武人,ゲーム,十二国記 紅蓮の標 黄塵の路,景麒,2003/08/28
子安武人,ゲーム,クイズマジックアカデミー (シリーズ),セリオス,2003/08
子安武人,ゲーム,Sakura～雪月華～,深海慎(ふかみ まこと) / 平将門(たいらの まさかど),2003/07/31
子安武人,アニメ,新・北斗の拳,ケンシロウ,2003/07/24
子安武人,アニメ,高橋留美子劇場,小暮祐二,2003/07/05
子安武人,アニメ,ダイバージェンス・イヴ,ジャン・リュック・ルブラン,2003/07
子安武人,アニメ,ランジェリー戦士 パピヨンローゼ(OVA版),獅子王ヒカル,2003/04/25
子安武人,アニメ,獣兵衛忍風帖 龍宝玉篇,邪視,2003/04/15
子安武人,アニメ,魔探偵ロキRAGNAROK,フレイ,2003/04/05
子安武人,アニメ,カレイドスター,フール,2003/04/03
子安武人,アニメ,エアマスター,深道,2003/04/01
子安武人,アニメ,聖闘士星矢 ～冥王ハーデス十二宮編～,ラダマンティス,2003/01/25
子安武人,アニメ,シンデレラボーイ,乱馬,2003
子安武人,ゲーム,アンリミテッド・サガ,フランシス,2002/12/19
子安武人,アニメ,神世紀伝マーズ,岩倉,2002/10/31
子安武人,特撮/人形劇,聖石傳説,素還真,2002/10/25
子安武人,漫画,ZOMBIE-LOAN～ゾンビローン,鼈甲,2002/10/18
子安武人,アニメ,ハングリーハート,叶成介,2002/10/09
子安武人,アニメ,GetBackers 奪還屋 (ゲットバッカーズ 奪還屋),筧十兵衛,2002/10/05
子安武人,アニメ,機動戦士ガンダムSEED,ムウ・ラ・フラガ,2002/10/05
子安武人,アニメ,ヴァイスクロイツ グリーエン,原作 / 原案 / アヤ,2002/09/20
子安武人,アニメ,OVERMANキングゲイナー,アスハム・ブーン,2002/09/07
子安武人,漫画,機工魔術士-enchanter-,アドルフ,2002/08/26
子安武人,海外映画,タイムマシン,ガイ・ピアース,2002/07/20
子安武人,アニメ,ドラゴンドライブ,ロッカク,2002/07/04
子安武人,アニメ,SAMURAI DEEPER KYO,服部半蔵 / ほたる,2002/07/01
子安武人,ゲーム,ときめきメモリアルGirl's Side,氷室零一,2002/06/20
子安武人,アニメ,ナコルル～あのひとからのおくりもの～郷里之畏友編,ヤムタムゥ,2002/05/25
子安武人,アニメ,ワイルド7,ルックス,2002/04/27
子安武人,アニメ,ゲートキーパーズ21,橋本刑事,2002/04/24
子安武人,アニメ,ガレリアンズ (GALERIANS:RION),バードマン,2002/04/24
子安武人,アニメ,十二国記,小庸 景麒 景麒 景麒,2002/04/09
子安武人,アニメ,アンジェリーク Twinコレクション,オリヴィエ,2002/03/27
子安武人,ゲーム,サクラ大戦4～恋せよ乙女～,加山雄一,2002/03/21
子安武人,ゲーム,ゼノサーガ エピソードI 力への意志,トニー,2002/02/28
子安武人,アニメ,フルメタル・パニック!,ザイード,2002/01/08
子安武人,海外映画,スクービー・ドゥー,フレッド,2002
子安武人,ゲーム,グランディア・エクストリーム,クロイツ,2002
子安武人,アニメ,サクラ大戦 活動写真,加山雄一,2001/12/22
子安武人,ゲーム,グローランサー3,シオン,2001/12/06
子安武人,海外映画,火山高,日本語吹き替え版声優,2001/12/05
子安武人,アニメ,HELLSING (ヘルシング) (TVアニメ版),ルーク,2001/10/16
子安武人,アニメ,まほろまてぃっく(シリーズ),リューガ,2001/10/05
子安武人,アニメ,ファイナルファンタジー・アンリミテッド (TVシリーズ),ピスト,2001/10/02
子安武人,ゲーム,EVE The Fatal Attraction,天城小次郎,2001/09
子安武人,アニメ,筋肉番付 金剛くんの大冒険!,ランドル,2001/07/30
子安武人,ゲーム,ナコルル ～あのひとからのおくりもの～,ヤンタムゥ,2001/07/06
子安武人,アニメ,シャーマンキング,ファウスト,2001/07/04
子安武人,アニメ,チャンス トライアングルセッション,カイト,2001/05/20
子安武人,ゲーム,マイネリーベ (シリーズ),アイザック,2001/04/26
子安武人,アニメ,"Z.O.E Dolores,i",ナフス・ブレミンジャー,2001/04/06
子安武人,アニメ,新白雪姫伝説プリーティア,田中,2001/04/04
子安武人,アニメ,スターオーシャンEX,ディアス・フラック,2001/04/03
子安武人,ゲーム,仙界通録正史 ～TVアニメーション仙界伝封神演義より～,趙公明,2001/03/29
子安武人,ゲーム,スーパーロボット大戦α外伝,シュウ・シラカワ,2001/03/29
子安武人,ゲーム,サクラ大戦3～巴里は燃えているか～,加山雄一,2001/03/22
子安武人,アニメ,頭文字D Extra Stage ～インパクトブルーの彼方に…～,高橋涼介,2001/03/22
子安武人,アニメ,Z.O.E 2167 IDOLO,ラダム・レヴァンズ,2001/03/01
子安武人,アニメ,竜機伝承,ランディ,2001/02/23
子安武人,アニメ,アンジェリーク - 聖地より愛をこめて -,オリヴィエ,2001/01/25
子安武人,アニメ,頭文字D Third Stage,高橋涼介,2001/01/13
子安武人,アニメ,爆転シュートベイブレード(シリーズ),ウラジミール・ヴォルコフ,2001/01/08
子安武人,漫画,Mr.FULLSWING(ミスター・フルスイング),中宮紅印,2001
子安武人,ゲーム,探偵紳士DASH!,悪行双麻,2000/12/21
子安武人,アニメ,アルジェントソーマ,ダン・シモンズ,2000/10/06
子安武人,アニメ,グラビテーション,坂野,2000/10/04
子安武人,ゲーム,SDガンダム G-Generation-F,ゼクス・マーキス,2000/08/03
子安武人,ゲーム,SCANDAL-スキャンダル-,加々美達矢,2000/06/29
子安武人,アニメ,天使禁猟区,吉良朔夜,2000/05/25
子安武人,ゲーム,スーパーロボット大戦α,シュウ・シラカワ,2000/05/25
子安武人,ゲーム,ブレイブサーガ2,広瀬海,2000/05/02
子安武人,アニメ,遊☆戯☆王 デュエルモンスターズ (テレビ東京版),奇術師パンドラ,2000/04/18
子安武人,アニメ,ゲートキーパーズ,番長(番場長太郎),2000/04/03
子安武人,ゲーム,EVE ZERO,天城小次郎,2000/03/30
子安武人,アニメ,アンジェリーク - 白い翼のメモワール -,オリヴィエ,2000/03/29
子安武人,ゲーム,夏色剣術小町,九嶋秀二郎,2000/03/16
子安武人,アニメ,六門天外モンコレナイト,レダ,2000/01/10
子安武人,ゲーム,ヴァルキリープロファイル,レザード・ヴァレス,1999/12/22
子安武人,ゲーム,トランスフォーマービーストウォーズメタルス 激突! ガンガンバトル,総司令官メタルスコンボイ,1999/12/09
子安武人,アニメ,頭文字D Second Stage,高橋涼介,1999/10/29
子安武人,アニメ,ワンピース (ONE PIECE),青キジ,1999/10/20
子安武人,アニメ,エクセルサーガ,イルパラッツォ,1999/10/07
子安武人,アニメ,ビーストウォーズメタルス 超生命体トランスフォーマー,コンボイ,1999/10/06
子安武人,アニメ,BREAK-AGE,長船悠樹,1999/09/25
子安武人,ゲーム,ガレリアンズ,バードマン,1999/08/26
子安武人,アニメ,少女革命ウテナ アドゥレセンス黙示録,桐生冬芽,1999/08/14
子安武人,ゲーム,リモートコントロールダンディ,柳博士,1999/07/22
子安武人,アニメ,菜々子解体診書,狂児,1999/07/05
子安武人,アニメ,∀ガンダム (ターンAガンダム),ギム・ギンガナム,1999/04/09
子安武人,アニメ,神八剣伝,カイ・オオワリ,1999/04/03
子安武人,アニメ,ベターマン,ラミア&山じい,1999/04/01
子安武人,ゲーム,めぐり愛して,上條俊介,1999/02/25
子安武人,ゲーム,サイコメトラーEIJI,映児,1999/02/18
子安武人,アニメ,ハイスクール・オーラバスター 光の誕生(めざめ),斎伽忍(伽羅王),1999/02/05
子安武人,アニメ,ハーロック・サーガ～ニーベルングの指環～ラインの黄金,ファゾルト,1999/01/25
子安武人,アニメ,星界の紋章,フェブダーシュ男爵,1999/01/02
子安武人,アニメ,超生命体トランスフォーマー ビーストウォーズⅡ ライオコンボイ危機一髪!,総司令官コンボイ,1998/12/19
子安武人,ゲーム,新世代ロボット戦記 ブレイブサーガ,セブンチェンジャー / 広瀬海,1998/12/17
子安武人,アニメ,魔術士オーフェン(シリーズ),フレイムハート,1998/10/03
子安武人,ゲーム,超鋼戦紀キカイオー,サイモン=ハーバード / カイ / トーマス,1998/09
子安武人,ゲーム,Dancing Blade かってに桃天使!シリーズ,ハチク,1998/08/27
子安武人,アニメ,スプリガン,ジャン・ジャックモンド,1998/07/15
子安武人,アニメ,SHADOW SKILL -影技-,カイ=シンク,1998/07/02
子安武人,ゲーム,ギルティ・ギア,エディ,1998/05/14
子安武人,ゲーム,ファーストKISS☆物語,案内人,1998/04/24
子安武人,アニメ,頭文字D First Stage,高橋涼介,1998/04/19
子安武人,アニメ,プリンセスナイン如月女子高野球部,高杉宏樹,1998/04/08
子安武人,アニメ,ヴァイスクロイツ,原作 / アヤ,1998/04/08
子安武人,アニメ,時空転抄ナスカ,舘正成(戦士ヤワル),1998/04/07
子安武人,ゲーム,サクラ大戦2～君、死にたもうことなかれ～,加山雄一,1998/04/04
子安武人,アニメ,頭文字D (イニシャルD)(シリーズ),高橋涼介,1998/04
子安武人,ゲーム,トランスフォーマービーストウォーズ,日本語版OPナレーション,1998/03/26
子安武人,ゲーム,金田一少年の事件簿2 -地獄遊園殺人事件-,藤原弓彦,1998/03/26
子安武人,ゲーム,EVE THE LOST ONE,天城小次郎,1998/03/12
子安武人,ゲーム,慟哭そして・・・,柴田桂,1998/02/26
子安武人,アニメ,ボンバーマンビーダマン爆外伝(ボンバーマンビーダマン爆外伝V),モミテボン / ドクダンディ,1998/02/07
子安武人,ゲーム,金田一少年の事件簿～星見島 悲しみの復讐鬼,明智警視,1998/01/25
子安武人,アニメ,異次元の世界エルハザード,ダル・ナルシス三世,1998/01/08
子安武人,ゲーム,ガンバード2,アルカード,1998
子安武人,アニメ,るろうに剣心 -明治剣客浪漫譚- 維新志士への鎮魂歌,加治木貞史郎,1997/12/20
子安武人,ゲーム,ロックマンDASH 鋼の冒険心,マスター,1997/12/18
子安武人,アニメ,マクロスダイナマイト7,ガムリン,1997/12/18
子安武人,アニメ,サクラ大戦,加山雄一,1997/12/18
子安武人,アニメ,電脳戦隊ヴギィ'ズ・エンジェル,Dr.クリムト,1997/10/24
子安武人,アニメ,勇者指令ダグオン 水晶の瞳の少年 (OVAシリーズ),広瀬海,1997/10/22
子安武人,アニメ,ビーストウォーズ 超生命体トランスフォーマー,コンボイ,1997/10/01
子安武人,アニメ,新世紀エヴァンゲリオン THE END OF EVANGELION～Air/まごころを、君に,青葉シゲル,1997/07/19
子安武人,ゲーム,悠久幻想曲,アレフ・コールソン,1997/07/18
子安武人,ゲーム,バルクスラッシュ,クレス・ドーリー,1997/07/11
子安武人,アニメ,金田一少年の事件簿,火村康平,1997/04/07
子安武人,ゲーム,クォヴァディス2 惑星強襲オヴァン・レイ,ディオン,1997/04/04
子安武人,アニメ,少女革命ウテナ,桐生冬芽,1997/04/02
子安武人,アニメ,ポケットモンスター,コサブロウ,1997/04/01
子安武人,アニメ,変,寿明,1997/03/21
子安武人,アニメ,新世紀エヴァンゲリオン劇場版 DEATH & REBIRTH シト新生,青葉シゲル,1997/03/15
子安武人,アニメ,新機動戦記ガンダムW Endless Waltz,ゼクス・マーキス,1997/01/25
子安武人,ゲーム,EVE Burst Error,天城小次郎,1997/01/24
子安武人,アニメ,超獣伝説ゲシュタルト,オリビエ,1997/01/22
子安武人,アニメ,イートマン,マルコ,1997/01/09
子安武人,アニメ,はるかぜ戦隊Vフォース,中本数魔,1997
子安武人,アニメ,銀河英雄伝説外伝,キルヒアイス,1997
子安武人,アニメ,マスターモスキートン,歌 / モスキートン,1996/11/21
子安武人,アニメ,セイバーマリオネット J,花形美剣,1996/10/01
子安武人,アニメ,ツインシグナル,パルス,1996/09/21
子安武人,アニメ,闘神伝,カイン,1996/06/21
子安武人,アニメ,進め! スーパー☆エンジェルス!,声の出演,1996/06/21
子安武人,ゲーム,ドラゴンフォース,シェファード,1996/03/29
子安武人,ゲーム,スーパーロボット大戦外伝 魔装機神 THE LOAD OF ELEMENTAL,シュウ・シラカワ(白川愁),1996/03/23
子安武人,アニメ,勇者指令ダグオン (TVシリーズ),広瀬海(ターボカイ),1996/02/03
子安武人,アニメ,ファイアーエムブレム 紋章の謎,ナバール,1996/01/26
子安武人,アニメ,るろうに剣心 -明治剣客浪漫譚-,加治木貞史郎,1996/01/10
子安武人,アニメ,魔法使いTai!,油壺綾乃丞,1996
子安武人,漫画,花ざかりの君たちへ,姫島正夫,1996
子安武人,ゲーム,戦国ブレード,翔丸,1996
子安武人,アニメ,マクロス7 銀河がオレを呼んでいる!,ガムリン木崎,1995/10/07
子安武人,ゲーム,タクティクス・オウガ,ランスロット・ハミルトン,1995/10/06
子安武人,アニメ,新世紀エヴァンゲリオン,青葉シゲル,1995/10/04
子安武人,海外映画,レッド・ブロンクス,トニー,1995/08/05
子安武人,アニメ,闇夜の時代劇2 甚助の耳,山田八右衛門,1995/08/02
子安武人,アニメ,H2,広田勝利,1995/06/01
子安武人,アニメ,スレイヤーズ(シリーズ),レゾ=グレイワーズ / コピー・レゾ,1995/04/07
子安武人,アニメ,新機動戦記ガンダムW,ゼクス・マーキス,1995/04/07
子安武人,アニメ,ふしぎ遊戯,ほとほり,1995/04/06
子安武人,アニメ,愛天使伝説ウェディングピーチ,サンドラ,1995/04/05
子安武人,アニメ,YAMATO2520,レノン・オサリバン,1995/02/21
子安武人,アニメ,きょうふのキョーちゃん,松本人志,1994/11/13
子安武人,アニメ,D・N・A2 ～何処かで失くしたあいつのアイツ～,菅下竜二,1994/10/07
子安武人,アニメ,マクロス7,ガムリン木崎,1994/10/02
子安武人,アニメ,ガッチャマン(OVA),ケスラー博士,1994/10/01
子安武人,ゲーム,アンジェリーク (シリーズ),オリヴィエ,1994/09/23
子安武人,アニメ,サムライスピリッツ～破天降魔の章～,タムタム,1994/09/18
子安武人,ゲーム,ザ・キング・オブ・ファイターズ (シリーズ),矢吹真吾,1994/08/25
子安武人,アニメ,覇王大系リューナイト アデュー・レジェンド,イクズス / デューマ,1994/07/21
子安武人,アニメ,爆炎CAMPUSガードレス,天空,1994/05/27
子安武人,アニメ,白雪姫の伝説,リチャード,1994/04/01
子安武人,ゲーム,スーパーロボット大戦EX,シュウ・シラカワ,1994/03/25
子安武人,アニメ,勇者警察ジェイデッカー,ビクティム・オーランド,1994/02/05
子安武人,アニメ,高校武闘伝クローズ,声の出演,1994/01/28
子安武人,漫画,るろうに剣心～明治剣客浪漫譚～,宇治木警部補,1994
子安武人,アニメ,流星機ガクセイバー,ジョージ・細井,1993/08/21
子安武人,アニメ,忍たま乱太郎,大木雅之助,1993/04/10
子安武人,アニメ,機動戦士Vガンダム,ライオール・サバト,1993/04/02
子安武人,アニメ,あなたが振り返るとき,涼,1993/03/21
子安武人,アニメ,幽☆遊☆白書,城戸亜沙斗,1992/10/10
子安武人,アニメ,姫ちゃんのリボン,有坂静,1992/10/02
子安武人,アニメ,絶愛-1989-,泉拓人,1992/07/29
子安武人,アニメ,KO世紀ビースト三獣士,バド・ミント,1992/05/07
子安武人,アニメ,あしたへフリーキック,蘭堂シン,1992/04/14
子安武人,アニメ,宇宙の騎士テッカマンブレード,テッカマンエビル(相羽シンヤ),1992/02/18
子安武人,アニメ,伝説の勇者ダ・ガーン,セブンチェンジャー,1992/02/08
子安武人,アニメ,東京BABYLON,桜塚星史郎,1992
子安武人,アニメ,有閑倶楽部2 ～香港より愛をこめて～,声の出演,1991/12/14
子安武人,アニメ,1月にはChristmas,順正,1991/11/21
子安武人,アニメ,天空戦記シュラト 創世への暗闘,ガイ,1991/09/16
子安武人,アニメ,有閑倶楽部 ～犬猫まるごとHOWマッチ～,美童・グランマニエ,1991/07/25
子安武人,ゲーム,ヴェインドリーム,トリステラム,1991/07/13
子安武人,アニメ,ザ・学園超女隊,出演,1991/06/27
子安武人,アニメ,ドラゴンフィスト,声の出演,1991/03/20
子安武人,アニメ,機動戦士ガンダムF91,ドワイト・カムリ,1991/03/16
子安武人,アニメ,人魚姫 マリーナの冒険,ジャスティン王子,1991/02/02
子安武人,アニメ,おれは直角,郷慎太郎,1991/01/05
子安武人,アニメ,ピグマリオ,マリウス,1990/11/05
子安武人,アニメ,NINETEEN 19,八木,1990/07/27
子安武人,アニメ,NG騎士ラムネ&40,ゲスト,1990/04/06
子安武人,アニメ,SDガンダム外伝,戦士ガンキャノン,1990/03/23
子安武人,海外映画,デッドフォール(1989年の映画), ,1990/03/03
子安武人,アニメ,キャッ党忍伝てやんでえ,ネッキー,1990/02/01
子安武人,アニメ,機動警察パトレイバー 劇場版,方舟の篠原重工スタッフ・ウェイター・特車2課の整備員,1989/07/15
子安武人,アニメ,らんま1/2,大介,1989/04/15
子安武人,アニメ,魔動王グランゾート,黒武者,1989/04/07
子安武人,アニメ,天空戦記シュラト,夜叉王ガイ,1989/04/06
子安武人,ドラマ,名探偵ポワロ, ,1989/01/08
子安武人,ゲーム,エメラルドドラゴン,サオシュヤント,1989
子安武人,特撮/人形劇,ALF (アルフ),主な日本語吹き替え,1989
子安武人,アニメ,うる星やつら 怒れシャーベット, ,1988/12/02
子安武人,アニメ,機動警察パトレイバー(初期OVAシリーズ),ガソリンスタンド店員,1988/04/25
子安武人,アニメ,沙羅曼蛇,その他出演者 / 技官,1988/02/25
子安武人,海外映画,ラストエンペラー,吹替え版キャスト,1988/01/23
子安武人,漫画,アーシアン,ラファエル,1987
子安武人,海外映画,ハワード・ザ・ダック 暗黒魔王の陰謀,フィル / ナレーション,1986/12/06
子安武人,文学,アルスラーン戦記,ザンデ,1986/08
子安武人,アニメ,キャプテン翼,日向小次郎[02young],1983/10/13
子安武人,海外映画,スター・ウォーズ エピソード5 / 帝国の逆襲,その他,1980/05/21
子安武人,アニメ,ムーミン,スナフキン / ヨクサル,1969/10/05
